SNOMED_CID,SNOMED_FSN,SNOMED_ENTITY,UMLS_CUI
160302006,Family history: Thyroid disorder ,situation,C0455366
161468000,History of schizophrenia ,situation,C0455502
165624002,Serum iron raised ,finding,C0151900
170544002,Requires a meningitis vaccination ,finding,C0580979
171219003,Ear disorder screening ,procedure,C0420038
17383000,Toxic effect of carbon monoxide ,disorder,C1370867
188153009,Malignant neoplasm of lower-inner quadrant of female breast ,disorder,C0153551
189179009,Craniopharyngioma ,disorder,C0010276
190631007,Vitamin B-complex deficiency ,disorder,C0042850
192007009,Short-sleeper ,finding,C5200931
193042000,Cataplexy and narcolepsy ,disorder,C0751362
195949008,Chronic asthmatic bronchitis ,disorder,C0264348
198336007,Noninflammatory cervical disorder ,disorder,C0156377
200724002,Umbilical granuloma ,disorder,C0149797
202482009,Wrist joint pain ,finding,C0221785
202907005,Tenosynovitis of ankle ,disorder,C0542427
205135003,Radial polydactyly ,disorder,C0345354
207753003,"Fracture of mandible, closed ",disorder,C0159324
21638000,Acute periodontitis ,disorder,C0001342
219346009,Injury of unknown intent due to fall from height ,disorder,C0418570
226007004,Post-surgical wound care ,regime/therapy,C1279811
228320001,Habitual drinker ,finding,C0556340
229844004,Deformity of foot ,finding,C0016506
233815004,Persistent pulmonary hypertension of the newborn ,disorder,C0031190
235753003,Microscopic colitis ,disorder,C0400821
23717007,Benign essential hypertension complicating AND/OR reason for care during pregnancy ,disorder,C0269622
237569006,Uninodular goiter ,disorder,C0342205
240301009,Breastfeeding problem in the newborn ,finding,C0410928
24139008,Endoscopy of urinary bladder ,procedure,C0010702
242840004,Self poisoning caused by carbon monoxide ,disorder,C0418294
243791004,Viral screening ,procedure,C0419997
248036002,Problematic behavior in children ,finding,C0474413
249097002,Footling breech presentation ,finding,C0426147
254645002,Malignant mesothelioma of pleura ,disorder,C0812413
26045000,Chronic allergic conjunctivitis ,disorder,C0271294
2615004,Follicular cyst of ovary ,disorder,C0016429
267433009,Pure hyperglyceridemia ,disorder,C0020480
270472006,Maternal concern ,finding,C0424964
275881005,History of sexually transmitted disease ,situation,C0558975
277879009,Autonomic neuropathy ,disorder,C0259749
281029006,Well man health examination ,procedure,C0420154
282191000,Laminotomy for decompression and exploration ,procedure,C0196252
283363006,Laceration of lip ,disorder,C0561241
283497000,Puncture wound of skin ,disorder,C0561369
283734005,Dog bite - wound ,disorder,C0561596
284220000,Burn of genitalia ,disorder,C0562083
29608009,Acute epiglottitis ,disorder,C0155814
301822002,Abnormal vaginal bleeding ,finding,C0578503
307651005,Myelosclerosis with myeloid metaplasia ,disorder,C0001815
308153009,Closed fracture of distal fibula ,disorder,C0585965
30935000,Manic bipolar I disorder in full remission ,disorder,C0236772
310647000,Anemia secondary to renal failure ,disorder,C0588179
312373008,Femoral false aneurysm ,disorder,C0729728
313296004,Mild chronic obstructive pulmonary disease ,disorder,C0730604
314208002,Rapid atrial fibrillation ,disorder,C1281999
315016007,At risk of coronary heart disease ,finding,C1282512
31892009,Hemothorax ,disorder,C0019123
34649000,Closed fracture of malar AND/OR maxillary bones ,disorder,C0009045
352818000,Tonic-clonic epilepsy ,disorder,C0014549
35688006,Complication of medical care ,disorder,C0161836
35868009,Carcinoid syndrome ,disorder,C0024586
371806006,Progressive angina ,disorder,C1299435
372003004,Primary malignant neoplasm of pancreas ,disorder,C1299297
372010005,Primary malignant neoplasm of soft tissues ,disorder,C1299302
38106008,Crohn's disease of ileum ,disorder,C0267380
385006,Secondary peripheral neuropathy ,disorder,C0270923
396544001,Cesarean wound disruption ,disorder,C3665608
398696001,Congenital pigmented melanocytic nevus ,disorder,C1318558
403149008,Spider bite wound ,disorder,C0741521
40505001,Orthoptic training ,regime/therapy,C0200245
416209007,Synovitis ,disorder,C0039103
420514000,Persistent proteinuria due to type 1 diabetes mellitus ,disorder,C1719783
427247008,Hearing assessment ,procedure,C1960376
427892008,History of amputation of lesser toe ,situation,C1998270
428642007,History of radical retropubic prostatectomy ,situation,C1997711
430852001,"Severe major depression, single episode, with psychotic features ",disorder,C0154406
432525007,Mass of head ,finding,C1399729
443165006,Osteoporotic fracture of bone ,disorder,C0521170
444547006,Graft versus host disease of skin ,disorder,C1610605
444569004,Aneurysm of infrarenal abdominal aorta ,disorder,C0741151
445514005,Helicobacter pylori antibody above reference range ,finding,C2919588
44771000,Microcalcifications of the breast ,disorder,C0520594
49232000,Chronic peptic ulcer with hemorrhage ,disorder,C0267300
4997005,Thyrotoxicosis factitia ,disorder,C0238460
51292008,Hepatorenal syndrome ,disorder,C0019212
52184009,Parent-child problem ,finding,C0030540
53467004,Anxiety disorder of childhood ,disorder,C0270302
54016002,Mobitz type I incomplete atrioventricular block ,disorder,C0264907
56062008,Repair of sliding inguinal hernia ,procedure,C0198753
56283009,Transplantation of small intestine ,procedure,C0192796
5689008,Chronic periodontitis ,disorder,C0266929
57748001,Bleeding ulcer of esophagus ,disorder,C0236127
59582004,Hepatitis B core antibody measurement ,procedure,C0201480
6058003,Residual foreign body in soft tissue ,disorder,C0158368
6072007,Bleeding from anus ,disorder,C0426747
62564004,Concussion with loss of consciousness ,disorder,C0160126
64309007,Trigeminal nerve disorder ,disorder,C0152177
65017003,Hereditary peripheral neuropathy ,disorder,C0392553
65710008,Acute respiratory failure ,disorder,C0264490
65911000,Hepatitis B surface antibody measurement ,procedure,C0201478
6698000,Closed trimalleolar fracture ,disorder,C0159883
68142008,Contusion of upper limb ,disorder,C0160931
71897006,Venous stasis ,finding,C4551518
73149003,Encopresis with constipation AND overflow incontinence ,finding,C0236849
772139001,Obstruction co-occurrent and due to left femoral hernia ,disorder,C4750323
772140004,Obstruction co-occurrent and due to right femoral hernia ,disorder,C4750324
77343006,Angiography ,procedure,C0002978
785744001,Bronchitis co-occurrent with acute wheeze ,disorder,C5191648
785745000,Acute bronchitis co-occurrent with wheeze ,disorder,C5191649
79369007,Complication of transplanted pancreas ,disorder,C0161803
82066000,"Bone density study, dual photon absorptiometry ",procedure,C0203676
85598007,Constrictive pericarditis ,disorder,C0031048
8874001,Arthroscopy of knee with medial and lateral meniscectomy ,procedure,C0554527
90460009,Injury of neck ,disorder,C0027531
92370004,Benign neoplasm of skin of lower limb ,disorder,C0347382
9283009,Second degree uterine prolapse ,disorder,C0269126
93225001,Malignant melanoma of skin of face ,disorder,C0684487
94459006,Secondary malignant neoplasm of pancreas ,disorder,C0346976
95540002,Hemorrhage of colon ,disorder,C0151694
95717004,Secondary glaucoma ,disorder,C0149893
156329007,Seborrheic dermatitis of scalp ,disorder,C0221244
1658003,Closed fracture of acromial end of clavicle ,disorder,C0435522
193114000,Phantom limb ,disorder,C0031315
194781004,Hypertensive heart and renal disease with both ,congestive,C0494576
197232005,Anorectal pain ,finding,C0581362
198279007,Lax vaginal introitus ,finding,C0404532
201831003,"Localized, primary osteoarthritis of the shoulder region ",disorder,C0263752
202480001,Elbow joint pain ,finding,C0423669
231816006,Laceration of eyelid ,disorder,C0339094
235110008,Odontogenic cyst ,disorder,C0028879
236104004,Stricture of anastomosis of gastrointestinal tract ,disorder,C0341582
239783001,Post-infective arthritis ,disorder,C0085435
239865003,Osteoarthritis of acromioclavicular joint ,disorder,C0409963
240205003,Synovial cyst ,disorder,C0085648
267096005,Frontal headache ,finding,C0239886
29281007,Aseptic necrosis of head AND/OR neck of femur ,disorder,C0003977
30913008,Disorder of iron metabolism ,disorder,C0012715
31871009,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft ",disorder,C0274363
31908003,Vaginal dryness ,disorder,C0241633
36760000,Hepatosplenomegaly ,disorder,C0019214
402296004,Pityriasis alba ,disorder,C0085657
415125002,Pneumocystosis jirovecii pneumonia ,disorder,C1535939
425596001,Spastic neurogenic bladder ,finding,C0750955
429196001,Partial obstruction of small bowel ,disorder,C0281936
43486001,Hemiplegic cerebral palsy ,disorder,C0270805
44268007,Retinoschisis ,disorder,C0152439
473158006,History of live donor partial hepatectomy ,situation,C3532651
58103005,Perianal fistula ,disorder,C0267561
60404007,Cerebral abscess ,disorder,C1510428
62745008,Injury of ulnar nerve ,disorder,C0161458
71111008,Glaucoma of childhood ,disorder,C2981140
71325002,Lipodystrophy ,disorder,C0023787
74036000,Pregnancy detection examination ,procedure,C0032976
78370002,Scleritis ,disorder,C0036416
79879001,Breath smells unpleasant ,finding,C0018520
82562007,Osteochondritis dissecans ,disorder,C0029421
874804000,Contusion of head and/or neck ,disorder,C5437042
92564006,Carcinoma in situ of uterine cervix ,disorder,C0851140
92813000,Chronic lymphoid leukemia in remission ,disorder,C0153878
93651008,Malignant melanoma of skin of trunk ,disorder,C0684498
1010568002,Undescended left testicle ,disorder,C5439170
1010569005,Undescended right testicle ,disorder,C5439171
105529008,Lives alone ,finding,C0439044
109957002,Drug-induced purpura ,disorder,C1264038
111245009,Compartment syndrome ,disorder,C0009492
111255008,Avascular necrosis of the capital femoral epiphysis ,disorder,C1442965
112811009,Closure of atrial septal defect ,procedure,C0189965
1149334009,Acute intoxication ,disorder,C0456824
11612004,Chorioamnionitis ,disorder,C0008495
125668004,Contusion of face ,disorder,C0432750
129831005,Noncompliance with diagnostic testing ,finding,C2364378
13595002,Torsion of ovary ,disorder,C0149952
160402005,Family history: Diabetes in pregnancy ,situation,C0455434
160474007,Family history: Atopy ,situation,C0455457
161450003,History of raised blood lipids ,situation,C0455491
161626009,History of splenectomy ,situation,C0581077
162145001,Vulval pain ,finding,C0406670
165079009,Exercise tolerance test ,procedure,C0015260
182836005,Review of medication ,procedure,C0560023
188637007,S‚zary's disease of lymph nodes of multiple sites ,disorder,C0153817
190331003,Hyperosmolar coma due to type 2 diabetes mellitus ,disorder,C0342297
1912002,Fall ,event,C0085639
191689008,Active infantile autism ,disorder,C0338985
191832007,"Cocaine dependence, episodic ",disorder,C0338763
19311003,Collagenous colitis ,disorder,C0238067
193600001,Cataract secondary to ocular disease ,disorder,C0152259
193722001,"Low vision, both eyes ",disorder,C0271234
19660004,Disorder of soft tissue ,disorder,C0263978
197458008,Acute recurrent pancreatitis ,disorder,C0267937
19850005,Acute gastric ulcer with perforation ,disorder,C0155970
201077008,Asteatotic eczema ,disorder,C0549201
202776005,Cervical root syndrome ,disorder,C0281797
203522001,Osteolysis ,disorder,C4721411
20427003,Postphlebitic syndrome ,disorder,C0032807
205274004,Congenital trigger thumb ,disorder,C0410061
206116006,Fetal or neonatal effect of transverse lie during labor and delivery ,disorder,C0473839
207687004,Intracranial injury co-occurrent and due to closed fracture of vault of skull ,disorder,C0435236
211311003,Foreign body in hand ,disorder,C0581305
232214001,Cellulitis of pinna ,disorder,C0395803
233927002,Cardiac arrest with successful resuscitation ,disorder,C0340514
235049008,Oral lichen planus ,disorder,C0206139
235796008,Perianal Crohn's disease ,disorder,C0341395
237044002,Chronic pelvic inflammatory disease ,disorder,C0149960
23713006,Contusion of cerebral cortex ,disorder,C0272950
238699007,Post-inflammatory hyperpigmentation ,disorder,C0333616
239734000,Contracture of elbow joint ,disorder,C1833142
239832006,Calcium pyrophosphate deposition disease ,disorder,C0553730
240244006,Acquired deformity of joint of foot ,disorder,C1384457
2403008,Psychoactive substance dependence ,disorder,C1510472
240711004,Diaper candidiasis ,disorder,C0343874
241820008,Bee sting ,disorder,C0413120
242374007,Accidental exposure to metallic lead ,event,C0416892
248589007,Clearing throat - hawking ,finding,C0425496
253212001,Epiblepharon ,disorder,C0344503
255032005,Medullary thyroid carcinoma ,disorder,C0238462
255166003,Benign neoplasm of respiratory system ,disorder,C0497556
255196008,Adenomatous polyp of cervix uteri ,disorder,C0347493
25540007,Tooth loss ,finding,C0080233
25924004,Calculus of gallbladder with cholecystitis ,disorder,C0267853
262975009,Strain of tendon of back ,disorder,C0434321
266162007,Enterobiasis ,disorder,C0086227
271422003,Fit denture ,procedure,C0178235
275468009,Congenital quadriplegia ,disorder,C0154697
276853009,Self inflicted injury ,disorder,C0480203
27717006,Abscess of scrotum ,disorder,C0238418
277571004,B-cell acute lymphoblastic leukemia ,disorder,C1292769
277622004,Mucosa-associated lymphoma ,disorder,C0242647
277764006,Fusion of posterior lumbar spine ,procedure,C0186046
28078000,Closed fracture of shaft of bone of forearm ,disorder,C0272637
282028001,Multiple-resistant Staphylococcus aureus infection ,disorder,C0559893
283033008,Superficial injury of forearm ,disorder,C0347544
285663000,Removal of bone screw from bone ,procedure,C0563546
287065007,Pathological fracture - upper arm ,disorder,C0564837
28743005,Productive cough ,finding,C0239134
289439005,Fetal heart rate absent ,finding,C0566871
289517005,Vaginal lesion ,finding,C0566943
298494008,Scoliosis of thoracic spine ,disorder,C0575270
299989006,Infection of toe ,disorder,C0555972
301000005,Left lower zone pneumonia ,disorder,C0585104
301001009,Right lower zone pneumonia ,disorder,C0585105
308896002,Secondary hemorrhage postprocedure ,disorder,C0586384
33129002,Postmastectomy lymphedema syndrome ,disorder,C0472692
33439002,Enthesopathy of wrist AND/OR carpus ,disorder,C0158311
35252006,Disorganized schizophrenia ,disorder,C0036347
37323009,Recurrent herpes simplex ,disorder,C0276223
373435003,Battey disease ,disorder,C0700226
385486001,Postoperative complication ,disorder,C0032787
386211005,Disorder of function of stomach ,disorder,C0156084
386340006,Intravenous therapy ,regime/therapy,C0455142
387740003,Removal of ovarian cyst ,procedure,C0195488
