Word,POS,IOB,Tag
nauseated,VBN,O,B-PROBLEM
taking,VBG,O,B-PROBLEM
pos,NN,B-NP,I-PROBLEM
gastroparesis,NN,B-NP,B-PROBLEM
long-standing,JJ,B-NP,B-PROBLEM
type,NN,I-NP,I-PROBLEM
I,PRP,O,I-PROBLEM
diabetes,VBZ,O,I-PROBLEM
nauseated,VBN,O,B-PROBLEM
emesis,NN,B-NP,B-PROBLEM
pro-motility,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
bad,JJ,I-NP,I-PROBLEM
reaction,NN,I-NP,I-PROBLEM
nauseated,VBN,O,B-PROBLEM
Her,PRP$,O,B-PROBLEM
nausea,NN,B-NP,I-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
nausea,VBN,O,B-PROBLEM
her,PRP$,O,B-PROBLEM
symptoms,NNS,B-NP,I-PROBLEM
gastroparesis,NN,B-NP,B-PROBLEM
adrenal,JJ,B-NP,B-PROBLEM
insufficiency,NN,I-NP,I-PROBLEM
bowel,NN,B-NP,B-PROBLEM
obstruction,NN,I-NP,I-PROBLEM
non-specific,JJ,B-NP,B-PROBLEM
bowel,NN,I-NP,I-PROBLEM
gas,NN,I-NP,I-PROBLEM
patterns,NNS,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
early,JJ,I-NP,I-PROBLEM
obstruction,NN,I-NP,I-PROBLEM
early,JJ,B-NP,B-PROBLEM
obstruction,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
symptoms,NNS,B-NP,I-PROBLEM
gastroparesis,NN,I-NP,B-PROBLEM
celiac,JJ,B-NP,B-PROBLEM
disease,NN,I-NP,I-PROBLEM
elevated,VBN,O,B-PROBLEM
LFTs,NNP,B-NP,I-PROBLEM
any,DT,B-NP,B-PROBLEM
acute,JJ,I-NP,I-PROBLEM
pathology,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
line,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
restrictive,JJ,O,B-PROBLEM
and,CC,O,I-PROBLEM
obstructive,JJ,B-NP,I-PROBLEM
lung,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
dilated,VBN,O,B-PROBLEM
cardiomyopathy,NN,B-NP,I-PROBLEM
inferior,JJ,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
anterior,JJ,B-NP,B-PROBLEM
mediastinal,JJ,I-NP,I-PROBLEM
masses,NNS,I-NP,I-PROBLEM
pulmonary,JJ,B-NP,B-PROBLEM
edema,NN,I-NP,I-PROBLEM
sudden,JJ,B-NP,B-PROBLEM
onset,NN,I-NP,I-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
severe,JJ,B-NP,B-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
interstitial,JJ,O,B-PROBLEM
or,CC,O,I-PROBLEM
alveolar,JJ,B-NP,I-PROBLEM
edema,NN,I-NP,I-PROBLEM
angina,NN,B-NP,B-PROBLEM
syncope,NN,B-NP,B-PROBLEM
preceding,VBG,O,B-PROBLEM
worsening,VBG,O,I-PROBLEM
orthopnea,NN,B-NP,I-PROBLEM
paroxysmal,JJ,B-NP,B-PROBLEM
nocturnal,JJ,I-NP,I-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
palpitations,NNS,B-NP,B-PROBLEM
chest,JJS,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
hematemesis,NN,B-NP,B-PROBLEM
melena,NN,B-NP,B-PROBLEM
his,PRP$,O,B-PROBLEM
symptoms,NNS,B-NP,I-PROBLEM
PE,NNP,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
subsegmental,JJ,I-NP,I-PROBLEM
defect,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
lingular,NN,I-NP,I-PROBLEM
acute,JJ,B-NP,B-PROBLEM
pulmonary,JJ,I-NP,I-PROBLEM
embolism,NN,I-NP,I-PROBLEM
occlusion,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
coronary,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
proximally,RB,O,I-PROBLEM
insignificant,JJ,B-NP,B-PROBLEM
plaquing,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,NN,I-NP,I-PROBLEM
anterior,JJ,O,I-PROBLEM
descending,VBG,O,I-PROBLEM
artery,NN,B-NP,I-PROBLEM
multi-factorial,JJ,B-NP,B-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
ventilatory,NN,B-NP,I-PROBLEM
limitation,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
chronic,JJ,I-NP,I-PROBLEM
low,JJ,I-NP,I-PROBLEM
output,NN,I-NP,I-PROBLEM
state,NN,I-NP,I-PROBLEM
tracheobronchomalacia,NN,I-NP,B-PROBLEM
COPD,NNP,B-NP,B-PROBLEM
PMR,NNP,B-NP,B-PROBLEM
recurrent,NN,B-NP,B-PROBLEM
pneumonias,NN,I-NP,I-PROBLEM
pleural,JJ,B-NP,B-PROBLEM
effusions,NNS,I-NP,I-PROBLEM
poorly,RB,O,B-PROBLEM
nausea,NN,B-NP,B-PROBLEM
diarrhea,NN,B-NP,B-PROBLEM
pleuritic,JJ,B-NP,B-PROBLEM
chest,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
cardiac,JJ,I-NP,B-PROBLEM
history,NN,I-NP,I-PROBLEM
Pleural,NNP,I-NP,B-PROBLEM
effusion,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
pleural,JJ,I-NP,I-PROBLEM
effusions,NNS,I-NP,I-PROBLEM
CHF,NN,B-NP,B-PROBLEM
peripheral,JJ,B-NP,B-PROBLEM
edema,NN,I-NP,I-PROBLEM
edema,NN,B-NP,B-PROBLEM
focal,JJ,B-NP,B-PROBLEM
wall,NN,I-NP,I-PROBLEM
motion,NN,I-NP,I-PROBLEM
abnormality,NN,I-NP,I-PROBLEM
high,JJ,B-NP,B-PROBLEM
levels,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
diffuse,NN,I-NP,I-PROBLEM
erythematous,JJ,B-NP,I-PROBLEM
rash,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
ID,NNP,I-NP,I-PROBLEM
reaction,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
recent,JJ,I-NP,I-PROBLEM
fungal,JJ,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
drug,NN,I-NP,I-PROBLEM
reaction,NN,I-NP,I-PROBLEM
rash,NN,B-NP,B-PROBLEM
insulin,JJ,B-NP,B-PROBLEM
dependent,NN,I-NP,I-PROBLEM
diabetes,VBZ,O,I-PROBLEM
mellitus,RBS,O,I-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
above-knee,JJ,I-NP,I-PROBLEM
amputation,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
ulceration,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,NN,I-NP,I-PROBLEM
great,JJ,B-NP,I-PROBLEM
toe,NN,I-NP,I-PROBLEM
osteomyelitis,NN,B-NP,B-PROBLEM
involving,VBG,O,I-PROBLEM
the,DT,B-NP,I-PROBLEM
first,JJ,I-NP,I-PROBLEM
digit,NN,I-NP,I-PROBLEM
evidence,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
acute,JJ,B-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
diabetic,JJ,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
vessel,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
spasm,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
his,PRP$,O,I-PROBLEM
digits,NNS,B-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
left,JJ,B-NP,I-PROBLEM
great,JJ,I-NP,I-PROBLEM
toe,NN,I-NP,I-PROBLEM
ulcer,NN,I-NP,I-PROBLEM
osteomyelitis,NN,B-NP,B-PROBLEM
complications,NNS,I-NP,B-PROBLEM
complications,NNS,I-NP,B-PROBLEM
The,DT,B-NP,B-PROBLEM
incision,NN,I-NP,I-PROBLEM
complications,NNS,I-NP,B-PROBLEM
bilateral,JJ,B-NP,B-PROBLEM
lung,NN,I-NP,I-PROBLEM
nodules,NNS,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
adrenal,JJ,I-NP,I-PROBLEM
abnormality,NN,I-NP,I-PROBLEM
Diffuse,NNP,B-NP,B-PROBLEM
adenopathy,NN,I-NP,I-PROBLEM
positioning,VBG,O,B-PROBLEM
difficulty,NN,B-NP,I-PROBLEM
difficult,JJ,B-NP,B-PROBLEM
intubation,NN,I-NP,I-PROBLEM
multiple,JJ,B-NP,B-PROBLEM
pulmonary,JJ,I-NP,I-PROBLEM
nodules,NNS,I-NP,I-PROBLEM
very,RB,O,B-PROBLEM
small,JJ,B-NP,I-PROBLEM
nodes,NNS,I-NP,I-PROBLEM
hilar,JJ,I-NP,B-PROBLEM
adenopathy,NN,I-NP,I-PROBLEM
hepatosplenomegaly,NN,I-NP,B-PROBLEM
adrenal,JJ,B-NP,B-PROBLEM
mass,NN,I-NP,I-PROBLEM
multiple,JJ,B-NP,B-PROBLEM
pulmonary,JJ,I-NP,I-PROBLEM
nodules,NNS,I-NP,I-PROBLEM
ventricular,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
arrest,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
acute,JJ,I-NP,I-PROBLEM
inferior,JJ,I-NP,I-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
urinary,JJ,I-NP,I-PROBLEM
tract,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
E.,NNP,I-NP,I-PROBLEM
coli,NNS,I-NP,I-PROBLEM
urinary,JJ,B-NP,I-PROBLEM
tract,JJ,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
fever,NN,B-NP,B-PROBLEM
chills,NNS,B-NP,B-PROBLEM
ventricular,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
arrest,NN,I-NP,I-PROBLEM
rapid,VB,O,B-PROBLEM
atrial,JJ,B-NP,I-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
sinus,VB,O,B-PROBLEM
rhythm,NN,B-NP,I-PROBLEM
ST,NNP,B-NP,B-PROBLEM
elevation,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
inferior,JJ,B-NP,I-PROBLEM
leads,NNS,I-NP,I-PROBLEM
mild,NN,B-NP,B-PROBLEM
to,TO,O,I-PROBLEM
moderate,VB,O,I-PROBLEM
congestive,JJ,B-NP,I-PROBLEM
heart,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
post-infarction,NN,B-NP,B-PROBLEM
angina,NN,I-NP,I-PROBLEM
complications,NNS,B-NP,B-PROBLEM
a,DT,O,B-PROBLEM
focal,JJ,O,I-PROBLEM
50%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
mid-portion,NN,I-NP,I-PROBLEM
moderate,JJ,B-NP,B-PROBLEM
plaques,NNS,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
50%,CD,O,I-PROBLEM
proximal,JJ,B-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
anterior,NN,I-NP,I-PROBLEM
oblique,JJ,B-NP,I-PROBLEM
caudal,JJ,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
50%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
a,DT,O,B-PROBLEM
long,JJ,O,I-PROBLEM
30%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
an,DT,O,B-PROBLEM
80%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
akinesis,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
posterobasal,NN,I-NP,I-PROBLEM
walls,NNS,I-NP,I-PROBLEM
severe,JJ,B-NP,B-PROBLEM
hypokinesis,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
diaphragmatic,JJ,I-NP,I-PROBLEM
wall,NN,I-NP,I-PROBLEM
trace,NN,B-NP,B-PROBLEM
mitral,JJ,B-NP,I-PROBLEM
regurgitation,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,B-PROBLEM
viability,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
infarct,NN,I-NP,I-PROBLEM
zone,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
coronary,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
lesion,NN,I-NP,I-PROBLEM
severe,JJ,B-NP,B-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
obtuse,NN,I-NP,I-PROBLEM
marginal,JJ,O,I-PROBLEM
1,CD,O,I-PROBLEM
further,JJ,I-NP,B-PROBLEM
angina,NN,I-NP,I-PROBLEM
diagnostic,JJ,I-NP,B-PROBLEM
electrocardiogram,NN,I-NP,I-PROBLEM
changes,NNS,I-NP,I-PROBLEM
ischemia,NN,B-NP,B-PROBLEM
angina,JJ,I-NP,B-PROBLEM
pectoris,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
large,JJ,I-NP,I-PROBLEM
region,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
persistently,RB,O,I-PROBLEM
reduced,VBN,O,I-PROBLEM
blood,NN,B-NP,I-PROBLEM
flow,NN,I-NP,I-PROBLEM
scar,NN,B-NP,B-PROBLEM
definite,JJ,I-NP,B-PROBLEM
perfusion,NN,I-NP,I-PROBLEM
abnormality,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
circumflex,JJ,I-NP,I-PROBLEM
zone,NN,I-NP,I-PROBLEM
metastatic,JJ,B-NP,B-PROBLEM
papillary,JJ,I-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
progressive,JJ,B-NP,B-PROBLEM
weakness,NN,I-NP,I-PROBLEM
weight,JJ,B-NP,B-PROBLEM
loss,NN,I-NP,I-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
serious,JJ,I-NP,I-PROBLEM
upper,JJ,I-NP,I-PROBLEM
respiratory,NN,I-NP,I-PROBLEM
tract,JJ,B-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
weakness,NN,B-NP,B-PROBLEM
fatigue,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
weight,JJ,I-NP,I-PROBLEM
loss,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
15,CD,O,I-PROBLEM
pounds,NNS,B-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
upper,JJ,B-NP,I-PROBLEM
respiratory,NN,I-NP,I-PROBLEM
tract,JJ,B-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
weakness,NN,B-NP,I-PROBLEM
increased,JJ,B-NP,B-PROBLEM
uptake,NN,I-NP,I-PROBLEM
at,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
manubrium,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
old,JJ,I-NP,I-PROBLEM
fracture,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
inferior,JJ,I-NP,I-PROBLEM
thyroid,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
enlarged,JJ,I-NP,I-PROBLEM
spleen,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
lytic,JJ,I-NP,I-PROBLEM
lesion,NN,I-NP,I-PROBLEM
on,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
iliac,NN,I-NP,I-PROBLEM
bone,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
benign,JJ,I-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
cyst,NN,I-NP,I-PROBLEM
metastases,NNS,B-NP,B-PROBLEM
papillary,JJ,B-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
decreased,JJ,B-NP,B-PROBLEM
function,NN,I-NP,I-PROBLEM
displacement,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
cold,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
calcifications,NNS,B-NP,B-PROBLEM
on,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
side,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
pulmonary,JJ,I-NP,I-PROBLEM
nodule,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
necrotic,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
profound,JJ,B-NP,B-PROBLEM
weakness,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
decreased,JJ,I-NP,I-PROBLEM
appetite,NN,I-NP,I-PROBLEM
weight,JJ,B-NP,B-PROBLEM
loss,NN,I-NP,I-PROBLEM
lower,JJR,B-NP,B-PROBLEM
extremity,NN,I-NP,I-PROBLEM
edema,NN,I-NP,I-PROBLEM
left,VBN,O,B-PROBLEM
upper,JJ,B-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
swelling,VBG,O,I-PROBLEM
increased,JJ,B-NP,B-PROBLEM
shortness,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
papillary,JJ,B-NP,B-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
radiation,NN,B-NP,B-PROBLEM
exposure,NN,I-NP,I-PROBLEM
thyroid,JJ,B-NP,B-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
exposure,NN,B-NP,B-PROBLEM
to,TO,O,I-PROBLEM
tuberculosis,NN,B-NP,I-PROBLEM
papillary,JJ,B-NP,B-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
bone,NN,B-NP,B-PROBLEM
involvement,NN,I-NP,I-PROBLEM
lung,NN,I-NP,B-PROBLEM
involvement,NN,I-NP,I-PROBLEM
myeloproliferative,JJ,I-NP,B-PROBLEM
/,NNP,I-NP,I-PROBLEM
myelodysplastic,JJ,B-NP,I-PROBLEM
disorder,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
hyper-eosinophilic,JJ,I-NP,I-PROBLEM
syndrome,NN,I-NP,I-PROBLEM
maturation,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
leukocytes,NNS,B-NP,I-PROBLEM
markedly,RB,O,B-PROBLEM
increased,VBN,O,I-PROBLEM
eosinophilic,JJ,B-NP,I-PROBLEM
proliferation,NN,I-NP,I-PROBLEM
edema,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
upper,JJ,I-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
thrombosis,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
subclavian,JJ,I-NP,I-PROBLEM
vein,NN,I-NP,I-PROBLEM
some,DT,B-NP,B-PROBLEM
thrombosis,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
internal,JJ,I-NP,I-PROBLEM
jugular,NN,I-NP,I-PROBLEM
vein,NN,I-NP,I-PROBLEM
any,DT,B-NP,B-PROBLEM
metastatic,JJ,I-NP,I-PROBLEM
process,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
eosinophilia,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
mild,JJ,I-NP,I-PROBLEM
urinary,JJ,I-NP,I-PROBLEM
tract,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
diarrhea,NN,B-NP,B-PROBLEM
papillary,JJ,B-NP,B-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
pulmonary,JJ,B-NP,B-PROBLEM
metastases,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
slight,JJ,I-NP,I-PROBLEM
hoarseness,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
her,PRP$,O,I-PROBLEM
voice,NN,B-NP,I-PROBLEM
asymptomatic,JJ,B-NP,B-PROBLEM
atrial,JJ,I-NP,I-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
invasive,JJ,B-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
hyperthyroidism,VB,O,B-PROBLEM
left-sided,JJ,B-NP,B-PROBLEM
chest,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
chest,JJ,B-NP,B-PROBLEM
pressure,NN,I-NP,I-PROBLEM
radiating,VBG,O,B-PROBLEM
to,TO,O,I-PROBLEM
the,DT,B-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
chest,NN,I-NP,I-PROBLEM
diaphoresis,NN,B-NP,B-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
rapid,JJ,B-NP,B-PROBLEM
ventricular,JJ,I-NP,I-PROBLEM
response,NN,I-NP,I-PROBLEM
right,RB,O,B-PROBLEM
dominant,JJ,B-NP,I-PROBLEM
coronary,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
system,NN,I-NP,I-PROBLEM
occlusive,JJ,B-NP,B-PROBLEM
single,JJ,I-NP,I-PROBLEM
vessel,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
LAD,NNP,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
total,JJ,I-NP,I-PROBLEM
occlusion,NN,I-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
too,RB,O,B-PROBLEM
lethargic,JJ,O,I-PROBLEM
sleepy,NN,B-NP,B-PROBLEM
significant,JJ,B-NP,B-PROBLEM
complication,NN,I-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
's,POS,O,I-PROBLEM
atrial,JJ,B-NP,I-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
main,JJ,B-NP,I-PROBLEM
issue,NN,I-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
one,CD,O,B-PROBLEM
more,JJR,B-NP,I-PROBLEM
episode,NN,I-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
anginal,JJ,I-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
anterior,JJ,I-NP,I-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
crushing,VBG,O,B-PROBLEM
substernal,JJ,B-NP,I-PROBLEM
chest,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
cardiac,JJ,I-NP,B-PROBLEM
history,NN,I-NP,I-PROBLEM
crushing,VBG,O,B-PROBLEM
chest,JJS,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
03-Apr,JJ,B-NP,B-PROBLEM
mm,NNS,I-NP,I-PROBLEM
ST,NNP,I-NP,I-PROBLEM
segment,NN,I-NP,I-PROBLEM
elevations,NNS,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
V1,NNP,B-NP,I-PROBLEM
04-Jul,JJ,B-NP,B-PROBLEM
mm,NNS,I-NP,I-PROBLEM
ST,NNP,I-NP,I-PROBLEM
segment,NN,I-NP,I-PROBLEM
elevations,NNS,I-NP,I-PROBLEM
across,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
precordium,NN,I-NP,I-PROBLEM
Q&apos;s,NNP,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
V1,NNP,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
V2,NNP,B-NP,I-PROBLEM
2,CD,O,B-PROBLEM
mm,NN,B-NP,I-PROBLEM
ST,NNP,I-NP,I-PROBLEM
elevation,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
AVL,NNP,B-NP,I-PROBLEM
01-Feb,JJ,B-NP,B-PROBLEM
mm,NN,I-NP,I-PROBLEM
reciprocal,JJ,B-NP,I-PROBLEM
ST,NNP,I-NP,I-PROBLEM
depression,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
II,NNP,B-NP,I-PROBLEM
",",",",O,I-PROBLEM
III,NNP,B-NP,I-PROBLEM
",",",",O,I-PROBLEM
and,CC,O,I-PROBLEM
F.,NNP,B-NP,I-PROBLEM
bright,VBN,O,B-PROBLEM
red,JJ,B-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
per,IN,B-VP,I-PROBLEM
rectum,NN,B-NP,I-PROBLEM
a,DT,O,B-PROBLEM
